"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",13.2770747507257,0.49912679142534,1.48388211458889,2.25324933754268,-0.153510107955098,1.39289912555658,1.40338477009364,2.61628113620689,1.7058546714759,0.252451274388162,0.199137554606929,1.15595326597048,0.762445982519037,2.14087961700583,-0.611390499167072,0.627050252369336,1.87623189884194,0.0569356821030567,0.410250144764933,-0.596620854188459
"2",0.49912679142534,7.94643772080616,1.23664065481959,-0.529793304222146,1.87616330137743,1.76554053462885,1.21021990809279,2.2913203489465,1.59205073708114,1.12416280074083,0.154856938113662,2.43262057183772,2.75977545757486,2.9438435639511,0.292323458620385,1.06484837387176,1.37057620424626,2.02861650256768,0.59249448980062,-0.06520178926955
"3",1.48388211458889,1.23664065481959,8.25257623668326,1.21707151879538,1.87682009730259,1.91601385464495,1.17797200329816,2.52829396833541,2.52754126653902,1.49090774270746,1.58690360041147,2.28474444524702,2.34073633920623,2.36028121034733,1.91307463360776,2.08604107787263,2.23726157873662,2.04245415021931,1.87873426004072,2.64396051932307
"4",2.25324933754268,-0.529793304222146,1.21707151879538,6.87380705603009,-1.62215911440173,0.890618046998322,0.157386171140437,2.54750447831004,2.69619493450806,2.56562252110615,0.13442903781926,2.42954410817926,2.48009009204903,2.92353747795923,1.59706697848201,2.59586655517774,2.86810348704877,1.54024201777294,1.53285840438871,0.918222118371103
"5",-0.153510107955098,1.87616330137743,1.87682009730259,-1.62215911440173,7.71832325831226,1.59039028943536,1.56371652547625,1.33600900872699,1.56671907121911,1.56808225125483,-0.730451371408966,1.94273021085588,1.55053277010445,0.636719435178282,0.741511531144951,0.16492752987371,1.29197638965367,0.814870566023852,0.629185255312632,0.768764111709884
"6",1.39289912555658,1.76554053462885,1.91601385464495,0.890618046998322,1.59039028943536,6.66931151498401,0.135224375078219,2.47615380903196,2.56347492397828,-0.116469035269018,1.23659905902217,0.938823513625109,1.36628434680902,1.7782985967356,1.14875884136729,1.52582486873481,1.62608885257239,-0.0377041664390457,2.73191753874684,1.43302346643319
"7",1.40338477009364,1.21021990809279,1.17797200329816,0.157386171140437,1.56371652547625,0.135224375078219,4.00213604206235,3.00253798647008,3.37963216280613,2.52983041200232,0,1.3157055684193,3.51999646292009,2.12989779654263,0.772697981652842,0.898295289347774,1.89848744611512,1.92837813917503,1.53673910142733,4.67673292083933
"8",2.61628113620689,2.2913203489465,2.52829396833541,2.54750447831004,1.33600900872699,2.47615380903196,3.00253798647008,6.13716902321555,3.17349333502408,2.92207258029495,1.42377866242447,4.32743568354651,4.39342844350244,4.87948957481945,4.99886214312875,4.17792828233889,4.65491917446177,2.6394070127035,2.64161738778078,4.6217038574962
"9",1.7058546714759,1.59205073708114,2.52754126653902,2.69619493450806,1.56671907121911,2.56347492397828,3.37963216280613,3.17349333502408,5.82916579915579,3.90418642411807,1.43151265866098,3.04737814219397,2.89527828587093,3.3826746251523,2.3714652105078,2.55631525002787,2.74098269882219,2.34394504187031,3.38522249030392,2.6002163452521
"10",0.252451274388162,1.12416280074083,1.49090774270746,2.56562252110615,1.56808225125483,-0.116469035269018,2.52983041200232,2.92207258029495,3.90418642411807,4.5103493942136,-0.703469229485718,3.35498567089794,2.36898111644042,2.71550272224636,1.83542659067921,1.51165490663789,3.03744858086089,1.45579827909738,1.34000517121706,1.44137655181169
