"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.461259151700045,0.0278438694016093,0.0680044074542717,0.10500977821511,-0.00357841826640634,0.0401305335854737,0.162177615012586,0.110657894604398,0.0968619644770994,0.0141408407061198,0.0128938520363267,0.0484896462265173,0.0335418221682261,0.097623506012332,-0.0121824632404648,0.0303593370815041,0.065790217372396,0.00192914477932614,0.0124000193214444,-0.0156727592018342
"2",0.0278438694016093,0.757588727106825,0.0773824279262103,-0.0294315741514037,0.0717842117242417,0.130648843093311,0.183301769691732,0.280406419362298,0.102930766383933,0.0746677894209304,0.0151908702527701,0.240257509461703,0.247946156623748,0.209144649090286,0.0125391212898031,0.0775932272232754,0.129281978957312,0.159402972984175,0.0326617365366397,-0.00395663099646996
"3",0.0680044074542717,0.0773824279262103,0.833408348885748,0.0927920642507446,0.0930305076684442,0.117931068514815,0.117007224021936,0.190356654922714,0.260887345252689,0.0775114414263924,0.155072110071862,0.104676652176451,0.160571231658652,0.153047700024833,0.087123338551223,0.123683705891215,0.132133555444839,0.117529386176018,0.0947653952870332,0.124443266378662
"4",0.10500977821511,-0.0294315741514037,0.0927920642507446,0.644465551925427,-0.0388982384623782,0.0430073588843254,0.0309383516549171,0.272472648248963,0.248590233100207,0.195380108297284,0.0133183154551086,0.223887126835856,0.323911097699444,0.320731592967663,0.116187563868879,0.234305182543336,0.292139639657617,0.118476228515849,0.139803307502608,0.0485961551282127
"5",-0.00357841826640634,0.0717842117242417,0.0930305076684442,-0.0388982384623782,0.445333320890543,0.0613057885457096,0.295889118329988,0.0552565333148995,0.0738449545358085,0.169346556622259,-0.0306583944145876,0.0654818154868472,0.0697005620164169,0.0263119376866554,0.0312641105586446,0.00675265716033818,0.0489598302560554,0.0302726882933068,0.0276337120738303,0.0284429371737606
"6",0.0401305335854737,0.130648843093311,0.117931068514815,0.0430073588843254,0.0613057885457096,0.478008749712055,0.0117714107637106,0.131405413070102,0.141561841047329,-0.00493916519027684,0.105504486108785,0.0394511523916599,0.0701283538271261,0.0737983869357925,0.0466546361768426,0.0552215213889375,0.0684712557978727,-0.00154412890055367,0.139205592149749,0.0765814970242721
"7",0.162177615012586,0.183301769691732,0.117007224021936,0.0309383516549171,0.295889118329988,0.0117714107637106,0.918061353781934,0.773868907221818,0.664390896545569,0.615607526492637,0,0.30078810867613,0.752546255413202,0.563731198385754,0.0646858693780289,0.199172075565094,0.496778323632607,0.366765798775383,0.28132428493654,0.368131354666009
"8",0.110657894604398,0.280406419362298,0.190356654922714,0.272472648248963,0.0552565333148995,0.131405413070102,0.773868907221818,0.990826866188928,0.507326566326562,0.491200373065323,0.144588561401558,0.503886324185514,0.577215265672528,0.608316349345195,0.286957632751995,0.355178373346215,0.529878290081463,0.243726733864229,0.183546982520074,0.304115894720165
"9",0.0968619644770994,0.102930766383933,0.260887345252689,0.248590233100207,0.0738449545358085,0.141561841047329,0.664390896545569,0.507326566326562,1,0.558547824210419,0.24256416488807,0.376710428996231,0.437305177259688,0.471966507823776,0.151597210072649,0.255347851495057,0.364352367472727,0.220796279965752,0.21081450602677,0.208222823255901
"10",0.0141408407061198,0.0746677894209304,0.0775114414263924,0.195380108297284,0.169346556622259,-0.00493916519027684,0.615607526492637,0.491200373065323,0.558547824210419,0.714039808103147,-0.00426000331082741,0.405209305043431,0.352549215796664,0.447750807486072,0.101953917233282,0.15296511159237,0.543211004189974,0.146470121652912,0.114573681537732,0.126308153432193
