"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1.26777889513256,0.12949481092943,-0.0492519585160318,0.120126534848622,0.218632933702338,0.306744420476124,0.469243176155503,0.17224840947636,0.124952027646406,0.0254210022088189,0.402056404740707,0.414922890546781,0.349990915465645,0.0209834607695769,0.129847570798163,0.216345569276061,0.266751230238708,0.0546574398191818,-0.00662118256736497
"2",0.12949481092943,1.39465844453575,0.155281904922393,0.155680925554336,0.197350507463969,0.195804509604511,0.318550344037813,0.436579186680378,0.129710707215721,0.259503793203959,0.175170043711229,0.268706240442218,0.256116065481929,0.145795635463772,0.206977198036573,0.221117509986621,0.196678316374724,0.158584155010605,0.208248276553329
"3",-0.0492519585160318,0.155281904922393,1.07847410624922,-0.0650938484377462,0.0719702128319174,0.0517734594970587,0.455966490248745,0.416000713558779,0.326956789304342,0.0222873950582473,0.374661559944703,0.542045623000237,0.536724914214984,0.194432857933828,0.392095545802305,0.488878010373739,0.198262799739517,0.233952375978982,0.0813227251828534
"4",0.120126534848622,0.155680925554336,-0.0650938484377462,0.745238366574477,0.10259152768089,0.49515253606096,0.0924684650764885,0.123575063253707,0.28339121579722,-0.051304967994836,0.109579856086591,0.116639673138684,0.0440314356531879,0.052318597311641,0.0113001631724852,0.0819313135042825,0.0506595121389249,0.0462433451130695,0.0475975343537424
"5",0.218632933702338,0.197350507463969,0.0719702128319174,0.10259152768089,0.799918719603908,0.0196987436562849,0.219899007780458,0.23689517546188,-0.00826539409016763,0.176555373706958,0.0660191164430465,0.11735555684936,0.123497135192762,0.078073710693888,0.0924098747368697,0.114582503564003,-0.00258400628394005,0.232952135502139,0.128154501527237
"6",0.306744420476124,0.195804509604511,0.0517734594970587,0.49515253606096,0.0196987436562849,1.53632012610114,1.29502279148456,1.11181796484137,1.03018194680987,0,0.503350699980342,1.25934062385984,0.943370050621768,0.108247888434067,0.333302417085158,0.831328465862911,0.613760372226738,0.47077916865639,0.616045547383544
"7",0.469243176155503,0.318550344037813,0.455966490248745,0.0924684650764885,0.219899007780458,1.29502279148456,1.65808880826646,0.848980311765109,0.821994103095527,0.241960208835877,0.843223274701975,0.965934821341103,1.01798060302339,0.480206235366648,0.594369516895348,0.88671925692406,0.407861941864785,0.307154769307177,0.508919548569543
"8",0.17224840947636,0.436579186680378,0.416000713558779,0.123575063253707,0.23689517546188,1.11181796484137,0.848980311765109,1.67343949265733,0.934695987571542,0.405916453027141,0.630402109178179,0.731803753969878,0.789807393403873,0.253688758312242,0.427309179057028,0.609721640972059,0.369489214726515,0.352785320010245,0.348448295709032
"9",0.124952027646406,0.129710707215721,0.326956789304342,0.28339121579722,-0.00826539409016763,1.03018194680987,0.821994103095527,0.934695987571542,1.19490241420927,-0.00712885777918959,0.678093253851909,0.589969780819511,0.749283884116405,0.170613711529292,0.255977858737409,0.909030747257552,0.245108886068306,0.191732123504385,0.211369052198053
"10",0.0254210022088189,0.259503793203959,0.0222873950582473,-0.051304967994836,0.176555373706958,0,0.241960208835877,0.405916453027141,-0.00712885777918959,1.0971472855518,0.0247482308298375,-0.00664894147409674,0.182132624721209,0.243670535384827,0.0347348441395163,0.0683414601383034,0.201038530968582,0.0783109289533477,0.170286709887497
"11",0.402056404740707,0.175170043711229,0.374661559944703,0.109579856086591,0.0660191164430465,0.503350699980342,0.843223274701975,0.630402109178179,0.678093253851909,0.0247482308298375,1.44885361195152,1.06060736346465,0.970773963893255,0.424658067637476,0.732607653205974,0.617147851415047,0.282952314228322,0.322814062005032,0.525517785500526
"12",0.414922890546781,0.268706240442218,0.542045623000237,0.116639673138684,0.11735555684936,1.25934062385984,0.965934821341103,0.731803753969878,0.589969780819511,-0.00664894147409674,1.06060736346465,1.47254668653789,1.00221920380577,0.439319717507832,0.714877180872833,0.666936242309978,0.300506520733878,0.431958343592098,0.748640071561945
"13",0.349990915465645,0.256116065481929,0.536724914214984,0.0440314356531879,0.123497135192762,0.943370050621768,1.01798060302339,0.789807393403873,0.749283884116405,0.182132624721209,0.970773963893255,1.00221920380577,1.5775237314879,0.422464119946858,0.639233612338848,0.849141780833003,0.267877657027666,0.279146693506,0.362603574512601
"14",0.0209834607695769,0.145795635463772,0.194432857933828,0.052318597311641,0.078073710693888,0.108247888434067,0.480206235366648,0.253688758312242,0.170613711529292,0.243670535384827,0.424658067637476,0.439319717507832,0.422464119946858,0.769409186267396,0.283690497985249,0.267499108864261,0.0486945932932681,0.168144230763531,0.429575310057851
"15",0.129847570798163,0.206977198036573,0.392095545802305,0.0113001631724852,0.0924098747368697,0.333302417085158,0.594369516895348,0.427309179057028,0.255977858737409,0.0347348441395163,0.732607653205974,0.714877180872833,0.639233612338848,0.283690497985249,1.35910629714328,0.39311644380791,0.233079080256848,0.460424369279004,0.55711135837799
"16",0.216345569276061,0.221117509986621,0.488878010373739,0.0819313135042825,0.114582503564003,0.831328465862911,0.88671925692406,0.609721640972059,0.909030747257552,0.0683414601383034,0.617147851415047,0.666936242309978,0.849141780833003,0.267499108864261,0.39311644380791,1.30032904374424,0.160160148794619,0.22401038807071,0.271779433818489
"17",0.266751230238708,0.196678316374724,0.198262799739517,0.0506595121389249,-0.00258400628394005,0.613760372226738,0.407861941864785,0.369489214726515,0.245108886068306,0.201038530968582,0.282952314228322,0.300506520733878,0.267877657027666,0.0486945932932681,0.233079080256848,0.160160148794619,1.10220954489459,0.265892108457928,0.111644044569192
"18",0.0546574398191818,0.158584155010605,0.233952375978982,0.0462433451130695,0.232952135502139,0.47077916865639,0.307154769307177,0.352785320010245,0.191732123504385,0.0783109289533477,0.322814062005032,0.431958343592098,0.279146693506,0.168144230763531,0.460424369279004,0.22401038807071,0.265892108457928,1.02707899086742,0.400598206372684
"19",-0.00662118256736497,0.208248276553329,0.0813227251828534,0.0475975343537424,0.128154501527237,0.616045547383544,0.508919548569543,0.348448295709032,0.211369052198053,0.170286709887497,0.525517785500526,0.748640071561945,0.362603574512601,0.429575310057851,0.55711135837799,0.271779433818489,0.111644044569192,0.400598206372684,1.14945281906827
