HG_TOT,TURBIEDAD,SST,COLOR_VER,DUR_TOT,N_TOT,COLI_FEC,N_NH3,N_NO2,N_NO3
,18.0,27.74,30.0,194.74,0.627657,20.0,0.026275,0.025164,0.071418
