"","var","en","mi","ig","gr"
"en","HG_TOT",3.807,3.664,3.66449777920046,1
"en1","TURBIEDAD",3.807,3.664,3.66449777920046,1
"en2","SST",3.807,3.664,3.66449777920046,1
"en4","DUR_TOT",3.807,3.807,3.8073549220576,1
"en5","N_TOT",3.807,3.807,3.8073549220576,1
"en6","COLI_FEC",3.807,3.664,3.66449777920046,1
"en7","N_NH3",3.807,3.807,3.8073549220576,1
"en8","N_NO2",3.807,3.807,3.8073549220576,1
"en3","COLOR_VER",3.807,2.95,2.95021206491475,1
