SAAM,OD_mg/L,COLI_TOT,pH_CAMPO,TEMP_AGUA,NI_TOT,E_COLI,HG_TOT,CR_TOT,AS_TOT,TURBIEDAD,SST,COLOR_VER,DUR_TOT,N_TOT,COLI_FEC,N_NH3,N_NO2,N_NO3
1.0,0.2569150943396227,0.0612329548400477,0.2777777777777777,0.18610833333333332,0.06461086637298091,0.007966055297016151,0.22461170848267623,0.03494347379239465,0.0,0.03310810810810811,0.0,0.015748031496062992,0.58529700058812,0.12573373526171186,0.0017320574162679426,0.16962499444873502,0.0859775971228412,0.3034172530861111
1.0,0.27169811320754716,0.03316352983875149,0.48888888888888815,0.19999999999999987,0.06461086637298091,0.012674514098001643,0.22461170848267623,0.03494347379239465,0.32668329177057354,0.010135135135135136,0.0005922992299229916,0.023622047244094488,0.5517741619290335,0.11121036310501871,0.010679425837320573,0.26061158150935915,0.09882205607676704,0.24721525152359553
1.0,0.3660377358490565,0.015774874267641417,0.48888888888888815,0.11666666666666654,0.06461086637298091,0.0005474952094169176,0.0254878534448427,0.03494347379239465,0.6533665835411471,0.02364864864864865,0.0288990099009901,0.007874015748031496,0.9698333660066651,0.149762896167556,0.002679425837320574,0.546569426557035,0.17535362401057525,0.08810717086122605
1.0,0.07169811320754715,0.03097941618706901,0.4666666666666664,0.6,0.06461086637298091,0.005228579249931563,0.0254878534448427,0.03494347379239465,0.40399002493765584,0.016891891891891893,0.05720572057205721,0.03937007874015748,0.2811507547539697,0.15687497540118228,0.0225933014354067,0.1310640123135181,0.16143879347715562,0.4469573079027013
1.0,0.6584905660377359,0.040545445118473585,0.7666666666666658,0.5333333333333332,0.07268722466960352,0.0002737476047084588,0.0254878534448427,0.05858170606372045,0.15461346633416462,0.013513513513513514,0.004026402640264027,0.023622047244094488,0.8551362477945501,0.12980764472563372,0.0,0.06737340137108122,0.12022948766664347,0.10138998190395528
1.0,0.3,0.03299988334111059,0.4333333333333338,0.17499999999999982,0.08076358296622614,0.35551601423487544,0.7025089605734768,0.08221993833504625,0.14380714879467998,0.7466216216216216,1.0,0.9606299212598425,0.2592089786316409,0.42266879737502133,0.09446411483253589,0.08275446727894863,0.18980364033374186,0.5000171391110229
1.0,0.31981132075471697,0.025454321563747603,0.37777777777777843,0.0,0.06730298580518845,0.2681084040514646,0.3799283154121864,0.07057211373758136,0.1330008312551954,0.25,0.13641364136413642,0.10236220472440945,0.20101940795922363,0.3303958988390739,0.18892822966507178,0.0,0.18819808296450113,0.6232044995879471
0.060779816513761464,0.6566037735849056,0.01790875978638461,0.666666666666666,0.25833333333333314,0.05384238864415076,0.6620859567478784,0.057347670250896064,0.05892428914011647,0.12219451371571077,0.0,0.008360836083608363,0.0,0.9898059204077629,0.11933516559521314,0.23039234449760765,0.2935400606360612,0.0758090671176499,0.07832359498566742
0.02064220183486238,0.5433962264150943,0.01036319800902162,0.44444444444444464,0.4499999999999999,0.040381791483113064,0.004407336435806187,0.5113500597371565,0.04727646454265159,0.14962593516209474,0.005405405405405404,0.009460946094609462,0.007874015748031496,0.36786904528523817,0.07836590657950189,0.003033492822966507,0.09748562899352588,0.011586772348020618,0.05118666919944641
0.001146788990825689,0.35471698113207545,0.06626224918338777,0.666666666666666,0.6583333333333332,0.02692119432207538,0.02816862852450041,0.1608920748705695,0.0356286399451867,0.3915211970074813,0.030405405405405407,0.01584158415841584,0.007874015748031496,0.5913546363458144,0.14258176762098188,0.23039234449760765,0.11156688651481296,0.016938630245489725,0.12831266880239034
