2012-12-05,352.0
2013-04-17,663.0
2013-07-29,262.0
2014-04-03,1236.0
2014-08-12,282.0
2015-06-16,98.0
2015-09-13,301.0
2016-03-05,98.0
2016-09-18,568.0
2017-03-15,135.0
2018-02-11,605.0
2018-08-09,189.0
2018-10-27,160.0
2019-02-15,20.0
