"","var","en","mi","ig","gr"
"en","E_COLI",3.7,2.873,2.87314067951313,1
"en1","HG_TOT",3.7,3.393,3.39274741044879,1
"en2","TURBIEDAD",3.7,3.547,3.54659356429494,1
"en4","COLOR_VER",3.7,2.815,2.81507241011594,1
"en7","COLI_FEC",3.7,3.547,3.54659356429494,1
"en3","SST",3.7,3.7,3.70043971814109,1
"en5","DUR_TOT",3.7,3.7,3.70043971814109,1
"en6","N_TOT",3.7,3.7,3.70043971814109,1
"en8","N_NO2",3.7,3.7,3.70043971814109,1
"en9","N_NO3",3.7,3.7,3.70043971814109,1
