,FECHA,N_TOT
29370,2012-12-05,1.1717
29371,2013-04-17,0.9861
29372,2014-04-03,0.633
29373,2014-08-12,1.249
29374,2015-06-16,0.835464
29375,2015-09-13,0.994569
29376,2016-03-05,0.787711
29377,2016-09-18,1.150808
29378,2017-03-15,0.924348
29379,2018-02-11,0.906767
29380,2018-08-09,1.482869
29381,2018-10-27,1.870572
120637,2019-02-15,0.406699
