,Time_Step,FI,Smooth_FI
0,2016-09-18,4.535898384862251,4.808681819553302
1,2017-03-15,4.535898384862251,4.808681819553302
2,2018-02-11,5.354248688935403,4.808681819553302
3,2018-08-09,5.354248688935403,5.0863358783625445
4,2018-10-27,4.5505102572168274,5.0863358783625445
5,2019-02-15,5.354248688935403,5.0863358783625445
