,Time_Step,FI,Smooth_FI
0,2014-02-26,4.535898384862251,5.081465254244352
1,2014-03-25,5.354248688935403,5.081465254244352
2,2014-05-13,5.354248688935403,5.081465254244352
3,2014-06-25,5.354248688935403,4.945171343887796
4,2014-08-12,4.127016653792579,4.945171343887796
5,2014-09-28,5.354248688935403,4.945171343887796
6,2015-03-21,4.000000000000001,4.630049024599217
7,2015-05-15,5.354248688935403,4.630049024599217
8,2015-06-16,4.535898384862251,4.630049024599217
9,2015-07-27,4.535898384862251,3.986469054106928
10,2015-09-13,4.000000000000001,3.986469054106928
11,2015-10-29,3.423508777458531,3.986469054106928
12,2016-03-05,4.535898384862251,4.028807938704454
13,2016-04-28,4.127016653792579,4.028807938704454
14,2016-06-04,3.423508777458531,4.028807938704454
15,2016-07-24,2.5358983848622416,3.296752073124146
16,2016-09-18,4.5505102572168274,3.296752073124146
17,2016-11-07,2.8038475772933684,3.296752073124146
18,2017-03-14,4.5505102572168274,3.5252244656690626
19,2017-04-23,2.601654362331829,3.5252244656690626
20,2017-05-26,3.423508777458531,3.5252244656690626
21,2017-07-03,2.8038475772933684,3.8964881407609133
22,2017-08-15,4.535898384862251,3.8964881407609133
23,2017-10-09,4.349718460127121,3.8964881407609133
24,2018-02-11,2.3431457505076234,3.6686869297208182
25,2018-03-15,4.127016653792579,3.6686869297208182
26,2018-04-24,4.535898384862251,3.6686869297208182
27,2018-06-07,5.354248688935403,4.945171343887796
28,2018-10-25,5.354248688935403,4.945171343887796
29,2018-12-19,4.127016653792579,4.945171343887796
30,2019-02-15,4.535898384862251,4.535898384862251
