,Time_Step,FI,Smooth_FI
0,2014-02-26,2.1715728752538137,2.3905242917512712
1,2014-03-25,2.0000000000000004,2.3905242917512712
2,2014-05-13,3.0000000000000004,2.3905242917512712
3,2014-06-25,2.853735630058029,2.569157086705353
4,2014-08-12,2.853735630058029,2.569157086705353
5,2014-09-28,2.0000000000000004,2.569157086705353
6,2015-03-21,2.0000000000000004,2.4332768024541527
7,2015-05-15,3.7639320225002133,2.4332768024541527
8,2015-06-16,1.5358983848622452,2.4332768024541527
9,2015-07-27,2.5358983848622416,3.2074356756471034
10,2015-09-13,2.5358983848622416,3.2074356756471034
11,2015-10-29,4.5505102572168274,3.2074356756471034
12,2016-03-05,4.267949192431117,4.241072798600055
13,2016-04-28,3.101020514433646,4.241072798600055
14,2016-06-04,5.354248688935403,4.241072798600055
15,2016-07-24,4.5505102572168274,4.818423067789687
16,2016-09-18,5.354248688935403,4.818423067789687
17,2016-11-07,4.5505102572168274,4.818423067789687
18,2017-03-14,2.601654362331829,4.4367172467342115
19,2017-04-23,5.354248688935403,4.4367172467342115
20,2017-05-26,5.354248688935403,4.4367172467342115
21,2017-07-03,4.5505102572168274,3.5252244656690626
22,2017-08-15,2.601654362331829,3.5252244656690626
23,2017-10-09,3.423508777458531,3.5252244656690626
24,2018-02-11,3.423508777458531,3.0104013106817558
25,2018-03-15,2.8038475772933684,3.0104013106817558
26,2018-04-24,2.8038475772933684,3.0104013106817558
27,2018-06-07,3.423508777458531,4.013725476672256
28,2018-10-25,4.267949192431117,4.013725476672256
29,2018-12-19,4.349718460127121,4.013725476672256
30,2019-02-15,4.349718460127121,4.349718460127121
