,Time_Step,FI,Smooth_FI
0,2014-02-26,4.5505102572168274,4.7242360461944495
1,2014-03-25,4.267949192431117,4.7242360461944495
2,2014-05-13,5.354248688935403,4.7242360461944495
3,2014-06-25,8.0,5.6905989232415
4,2014-08-12,4.535898384862251,5.6905989232415
5,2014-09-28,4.535898384862251,5.6905989232415
6,2015-03-21,4.000000000000001,4.493755114242661
7,2015-05-15,4.127016653792579,4.493755114242661
8,2015-06-16,5.354248688935403,4.493755114242661
9,2015-07-27,5.354248688935403,6.236165792623602
10,2015-09-13,8.0,6.236165792623602
11,2015-10-29,5.354248688935403,6.236165792623602
12,2016-03-05,8.0,5.695469547359693
13,2016-04-28,4.5505102572168274,5.695469547359693
14,2016-06-04,4.535898384862251,5.695469547359693
15,2016-07-24,5.354248688935403,5.354248688935403
16,2016-09-18,5.354248688935403,5.354248688935403
17,2016-11-07,5.354248688935403,5.354248688935403
18,2017-03-14,4.535898384862251,4.165101849061011
19,2017-04-23,3.423508777458531,4.165101849061011
20,2017-05-26,4.535898384862251,4.165101849061011
21,2017-07-03,4.5505102572168274,4.4427559078702545
22,2017-08-15,5.354248688935403,4.4427559078702545
23,2017-10-09,3.423508777458531,4.4427559078702545
24,2018-02-11,2.8038475772933684,3.386068470601188
25,2018-03-15,2.8038475772933684,3.386068470601188
26,2018-04-24,4.5505102572168274,3.386068470601188
27,2018-06-07,3.7639320225002133,4.073067075289754
28,2018-10-25,3.101020514433646,4.073067075289754
29,2018-12-19,5.354248688935403,4.073067075289754
30,2019-02-15,5.354248688935403,5.354248688935403
