,Time_Step,FI,Smooth_FI
0,2014-02-26,4.535898384862251,4.813552443671494
1,2014-03-25,5.354248688935403,4.813552443671494
2,2014-05-13,4.5505102572168274,4.813552443671494
3,2014-06-25,4.5505102572168274,3.375443006581829
4,2014-08-12,2.72208313247063,3.375443006581829
5,2014-09-28,2.853735630058029,3.375443006581829
6,2015-03-21,3.171572875253809,3.171572875253809
7,2015-05-15,3.171572875253809,3.171572875253809
8,2015-06-16,3.171572875253809,3.171572875253809
9,2015-07-27,2.5505102572168195,2.734013676289095
10,2015-09-13,3.101020514433646,2.734013676289095
11,2015-10-29,2.5505102572168195,2.734013676289095
12,2016-03-05,2.5358983848622416,2.8371062791364725
13,2016-04-28,3.171572875253809,2.8371062791364725
14,2016-06-04,2.8038475772933675,2.8371062791364725
15,2016-07-24,2.404245887274846,2.158680885666444
16,2016-09-18,1.5358983848622452,2.158680885666444
17,2016-11-07,2.5358983848622416,2.158680885666444
18,2017-03-14,3.171572875253809,2.3315588407193624
19,2017-04-23,1.68680695206055,2.3315588407193624
20,2017-05-26,2.1362966948437294,2.3315588407193624
21,2017-07-03,1.5857864376269044,2.203698314312916
22,2017-08-15,2.1715728752538137,2.203698314312916
23,2017-10-09,2.853735630058029,2.203698314312916
24,2018-02-11,2.121684822489151,1.926422676613516
25,2018-03-15,2.121684822489151,1.926422676613516
26,2018-04-24,1.5358983848622452,1.926422676613516
27,2018-06-07,2.121684822489151,2.1061887343515964
28,2018-10-25,2.4395220676849267,2.1061887343515964
29,2018-12-19,1.7573593128807117,2.1061887343515964
30,2019-02-15,1.171572875253812,1.171572875253812
